MJD mag magerr band
58292.70497039 14.431 0.071 WISE_W1
58292.8358737 14.47 0.073 WISE_W1
58292.8358737 13.469 0.104 WISE_W2
58292.96664976 14.838 0.098 WISE_W1
58292.96664976 13.751 0.209 WISE_W2
58293.09755302 14.254 0.07 WISE_W1
58293.09755302 13.353 0.091 WISE_W2
58495.44384081 14.367 0.086 WISE_W1
58495.44384081 13.248 0.077 WISE_W2
58495.574617 13.61 0.14 WISE_W2
58495.574617 14.519 0.08 WISE_W1
58495.70552056 13.377 0.092 WISE_W2
58495.70552056 14.559 0.072 WISE_W1
58495.83642412 13.295 0.09 WISE_W2
58495.83642412 14.407 0.072 WISE_W1
58495.90187591 14.422 0.073 WISE_W1
58495.90187591 13.623 0.126 WISE_W2
58495.96720036 14.448 0.073 WISE_W1
58495.96720036 13.525 0.097 WISE_W2
58496.03265216 14.442 0.066 WISE_W1
58496.03265216 13.789 0.152 WISE_W2
58496.09810396 14.478 0.098 WISE_W1
58496.09810396 13.421 0.098 WISE_W2
58496.16355567 14.498 0.073 WISE_W1
58496.16355567 13.327 0.115 WISE_W2
58496.22900742 14.536 0.096 WISE_W1
58496.22900742 13.572 0.098 WISE_W2
58496.29445918 14.489 0.07 WISE_W1
58496.29445918 13.317 0.128 WISE_W2
58496.42523532 13.472 0.097 WISE_W2
58496.42523532 14.31 0.064 WISE_W1
58496.55562953 13.521 0.142 WISE_W2
58496.55562953 14.381 0.08 WISE_W1
58496.6870424 13.513 0.189 WISE_W2
58496.6870424 14.404 0.066 WISE_W1
58522.97320599994 20.061800003051758 0.20613400638103485 ZTF_g
58522.97320599994 20.211239682276194 0.12989752586682732 ZTF_g
58523.018923600204 19.877195181295242 0.09060037556760134 ZTF_g
58523.018923600204 19.774799346923828 0.17592599987983704 ZTF_g
58523.04114580015 20.107200622558594 0.18667100369930267 ZTF_r
58523.04114580015 20.035934598076665 0.09326543667856596 ZTF_r
58526.97035880014 19.98520073182772 0.11052447905989676 ZTF_g
58527.007685199846 19.928889201863697 0.1406005572918874 ZTF_r
58527.007685199846 19.922800064086914 0.2693910002708435 ZTF_r
58538.98091439996 19.63129997253418 0.2901819944381714 ZTF_r
58540.83253470017 19.56279945373535 0.15973199903964996 ZTF_r
58541.91958330013 19.402599334716797 0.1578350067138672 ZTF_g
58541.91958330013 19.417915227820686 0.09828450029224194 ZTF_g
58541.9818171002 19.380438229300452 0.051890416069305216 ZTF_r
58541.9818171002 19.520200729370117 0.184921994805336 ZTF_r
58547.85740739992 19.351600646972656 0.11513900011777878 ZTF_g
58547.85740739992 19.362053978908236 0.050010054509402456 ZTF_g
58547.94252309995 19.389576013103664 0.08273354965602532 ZTF_i
58556.93728009984 19.101299285888672 0.1334960013628006 ZTF_r
58556.93728009984 19.094795021526867 0.05491744749271731 ZTF_r
58556.94211809989 19.1344799028979 0.042779407832967464 ZTF_g
58556.94211809989 19.130699157714844 0.09933999925851822 ZTF_g
58557.024467600044 19.20511201517947 0.11352941001266216 ZTF_i
58558.77644680021 19.20516342038599 0.10271250978479146 ZTF_r
58558.77644680021 18.92889976501465 0.12884800136089325 ZTF_r
58560.7880092999 18.90891467348157 0.09137916016737148 ZTF_g
58560.7880092999 18.90169906616211 0.11242999881505966 ZTF_g
58560.80298609985 19.446640201105602 0.14532763759923417 ZTF_i
58567.87807870004 18.987199783325195 0.12990500032901764 ZTF_r
58567.87807870004 18.94684230497676 0.06514315181498703 ZTF_r
58567.95953699993 19.02199935913086 0.14555099606513977 ZTF_g
58567.95953699993 19.023583581707953 0.08279077952974404 ZTF_g
58572.83824069984 18.809999465942383 0.10603900253772736 ZTF_g
58572.83824069984 18.749306091130485 0.04394188896580788 ZTF_g
58572.86373839993 18.58394075480855 0.05579185809183814 ZTF_r
58572.86373839993 18.703500747680664 0.12145400047302246 ZTF_r
58572.91557870014 18.9112761361678 0.1380491000065776 ZTF_i
58575.85200229986 18.725299835205078 0.1358480006456375 ZTF_g
58575.85200229986 18.659680705537586 0.046637975029316395 ZTF_g
58575.91525459988 18.825000762939453 0.08085399866104126 ZTF_r
58575.91525459988 18.738403732348537 0.02953382129010787 ZTF_r
58580.83005789993 18.656700134277344 0.06834500283002853 ZTF_r
58580.83005789993 18.876592130831988 0.03984494756894998 ZTF_r
58580.89417820005 18.713899612426758 0.08748199790716171 ZTF_r
58580.89417820005 18.680152843153344 0.037215044282638374 ZTF_r
58580.91776619991 18.79289945860913 0.04502483608430799 ZTF_g
58580.91776619991 18.81559944152832 0.10928700119256973 ZTF_g
58581.89436340006 18.834273957861825 0.06933788823412117 ZTF_i
58583.83364580013 18.67300033569336 0.10596500337123871 ZTF_r
58583.83364580013 18.69657879761647 0.04291052905232543 ZTF_r
58583.875 18.725138068779405 0.03417768598569808 ZTF_g
58583.875 18.70330047607422 0.09216199815273285 ZTF_g
58586.80349540012 18.64867796633891 0.0604962512638291 ZTF_i
58586.816388899926 18.69610023498535 0.09258099645376205 ZTF_r
58586.816388899926 18.632258601988333 0.03750980701627864 ZTF_r
58586.899155099876 18.634105483658363 0.02943211607677695 ZTF_g
58586.899155099876 18.655799865722656 0.06989999860525131 ZTF_g
58589.73391199997 18.365299224853516 0.1300559937953949 ZTF_r
